央视频道,#genre#
中央-4,http://39.134.52.153/PLTV/88888888/224/3221226157/1.m3u8
中央-13,http://39.134.52.153/PLTV/88888888/224/3221226159/1.m3u8
4K频道,http://39.134.52.153/PLTV/88888888/224/3221226158/1.m3u8
PP体育15,http://39.134.52.153/PLTV/88888888/224/3221226152/1.m3u8
高清影视1,http://39.134.52.153/PLTV/88888888/224/3221226160/1.m3u8
中央-11,http://39.134.52.153/PLTV/88888888/224/3221226161/1.m3u8
北京卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226163/1.m3u8
PP体育4K,http://39.134.52.153/PLTV/88888888/224/3221226162/1.m3u8
中央-8,http://39.134.52.153/PLTV/88888888/224/3221226165/1.m3u8
中央-6,http://39.134.52.153/PLTV/88888888/224/3221226167/1.m3u8
百视11,http://39.134.52.153/PLTV/88888888/224/3221226166/1.m3u8
百视12,http://39.134.52.153/PLTV/88888888/224/3221226168/1.m3u8
中央-3,http://39.134.52.153/PLTV/88888888/224/3221226169/1.m3u8
百视13,http://39.134.52.153/PLTV/88888888/224/3221226170/1.m3u8
PP体育15,http://39.134.52.153/PLTV/88888888/224/3221226171/1.m3u8
百视14,http://39.134.52.153/PLTV/88888888/224/3221226172/1.m3u8
PP体育16,http://39.134.52.153/PLTV/88888888/224/3221226173/1.m3u8
PP体育17,http://39.134.52.153/PLTV/88888888/224/3221226175/1.m3u8
百视15,http://39.134.52.153/PLTV/88888888/224/3221226164/1.m3u8
PP体育18,http://39.134.52.153/PLTV/88888888/224/3221226177/1.m3u8

咪咕视频4K,http://39.134.52.153/PLTV/88888888/224/3221226179/1.m3u8
咪咕视频3,http://39.134.52.153/PLTV/88888888/224/3221226181/1.m3u8
咪咕视频4,http://39.134.52.153/PLTV/88888888/224/3221226183/1.m3u8
百视16,http://39.134.52.153/PLTV/88888888/224/3221226185/1.m3u8
辽宁生活,http://39.134.52.153/PLTV/88888888/224/3221226188/1.m3u8
百视17,http://39.134.52.153/PLTV/88888888/224/3221226187/1.m3u8
百视18,http://39.134.52.153/PLTV/88888888/224/3221226189/1.m3u8
辽宁体育,http://39.134.52.153/PLTV/88888888/224/3221226190/1.m3u8
百视19,http://39.134.52.153/PLTV/88888888/224/3221226191/1.m3u8
百视20,http://39.134.52.153/PLTV/88888888/224/3221226193/1.m3u8
百视21,http://39.134.52.153/PLTV/88888888/224/3221226195/1.m3u8
辽宁教育青少,http://39.134.52.153/PLTV/88888888/224/3221226209/1.m3u8
辽宁经济,http://39.134.52.153/PLTV/88888888/224/3221226211/1.m3u8
中央-2,http://39.134.52.153/PLTV/88888888/224/3221226366/1.m3u8
中央-7,http://39.134.52.153/PLTV/88888888/224/3221226365/1.m3u8
中央-11,http://39.134.52.153/PLTV/88888888/224/3221226367/1.m3u8
中央-10,http://39.134.52.153/PLTV/88888888/224/3221226368/1.m3u8
中央-15,http://39.134.52.153/PLTV/88888888/224/3221226369/1.m3u8
中央-12,http://39.134.52.153/PLTV/88888888/224/3221226370/1.m3u8
中央-14,http://39.134.52.153/PLTV/88888888/224/3221226372/1.m3u8
中央-9,http://39.134.52.153/PLTV/88888888/224/3221226373/1.m3u8
中央-13,http://39.134.52.153/PLTV/88888888/224/3221226371/1.m3u8
中央-4,http://39.134.52.153/PLTV/88888888/224/3221226374/1.m3u8
贵州卫视,http://39.134.52.153/PLTV/88888888/224/3221226376/1.m3u8
四川卫视,http://39.134.52.153/PLTV/88888888/224/3221226375/1.m3u8
广西卫视,http://39.134.52.153/PLTV/88888888/224/3221226377/1.m3u8
湖南卫视,http://39.134.52.153/PLTV/88888888/224/3221226378/1.m3u8
安徽卫视,http://39.134.52.153/PLTV/88888888/224/3221226379/1.m3u8
江苏卫视,http://39.134.52.153/PLTV/88888888/224/3221226382/1.m3u8
山东卫视,http://39.134.52.153/PLTV/88888888/224/3221226381/1.m3u8
天津卫视,http://39.134.52.153/PLTV/88888888/224/3221226383/1.m3u8
北京卫视,http://39.134.52.153/PLTV/88888888/224/3221226385/1.m3u8
吉林卫视,http://39.134.52.153/PLTV/88888888/224/3221226384/1.m3u8
河南卫视,http://39.134.52.153/PLTV/88888888/224/3221226386/1.m3u8
广东卫视,http://39.134.52.153/PLTV/88888888/224/3221226387/1.m3u8
云南卫视,http://39.134.52.153/PLTV/88888888/224/3221226388/1.m3u8
浙江卫视,http://39.134.52.153/PLTV/88888888/224/3221226389/1.m3u8
CETV-1,http://39.134.52.153/PLTV/88888888/224/3221226380/1.m3u8
深圳卫视,http://39.134.52.153/PLTV/88888888/224/3221226390/1.m3u8
河北卫视,http://39.134.52.153/PLTV/88888888/224/3221226391/1.m3u8
东方卫视,http://39.134.52.153/PLTV/88888888/224/3221226392/1.m3u8
海南卫视,http://39.134.52.153/PLTV/88888888/224/3221226393/1.m3u8
山西卫视,http://39.134.52.153/PLTV/88888888/224/3221226394/1.m3u8
辽宁卫视,http://39.134.52.153/PLTV/88888888/224/3221226395/1.m3u8
西藏卫视,http://39.134.52.153/PLTV/88888888/224/3221226396/1.m3u8
卡酷少儿,http://39.134.52.153/PLTV/88888888/224/3221226397/1.m3u8
新疆卫视,http://39.134.52.153/PLTV/88888888/224/3221226400/1.m3u8
湖北卫视,http://39.134.52.153/PLTV/88888888/224/3221226402/1.m3u8
青海卫视,http://39.134.52.153/PLTV/88888888/224/3221226398/1.m3u8
宁夏卫视,http://39.134.52.153/PLTV/88888888/224/3221226404/1.m3u8
金鹰卡通,http://39.134.52.153/PLTV/88888888/224/3221226406/1.m3u8
中央-1高清,http://39.134.52.153/PLTV/88888888/224/3221226415/1.m3u8
中央-2高清,http://39.134.52.153/PLTV/88888888/224/3221226417/1.m3u8
北京卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226419/1.m3u8
湖南卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226421/1.m3u8
江苏卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226423/1.m3u8
辽宁卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226425/1.m3u8
浙江卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226427/1.m3u8
好享购物,http://39.134.52.153/PLTV/88888888/224/3221226429/1.m3u8
高清影视2,http://39.134.52.153/PLTV/88888888/224/3221226431/1.m3u8
广东卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226433/1.m3u8
中央-4高清,http://39.134.52.153/PLTV/88888888/224/3221226432/1.m3u8
东方卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226434/1.m3u8
广东卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226436/1.m3u8
浙江卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226437/1.m3u8
央广购物,http://39.134.52.153/PLTV/88888888/224/3221226440/1.m3u8
金鹰卡通,http://39.134.52.153/PLTV/88888888/224/3221226442/1.m3u8
中央-1高清,http://39.134.52.153/PLTV/88888888/224/3221226444/1.m3u8
深圳卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226446/1.m3u8
江苏卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226448/1.m3u8
湖南卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226450/1.m3u8
东方卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226452/1.m3u8
黑龙江卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226454/1.m3u8
北京卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226456/1.m3u8
云南移动,#genre#
CCTV-1超清,http://39.130.206.132:6410/gitv_live/G_CCTV-1-CQ/G_CCTV-1-CQ.m3u8
CCTV-1 HD,http://39.130.206.132:6410/gitv_live/CCTV-1-HD/CCTV-1-HD.m3u8
CCTV-1,http://39.130.206.132:6410/gitv_live/G_CCTV-1/G_CCTV-1.m3u8
CCTV-2 HD,http://39.130.206.132:6410/gitv_live/G_CCTV-2-HD/G_CCTV-2-HD.m3u8
CCTV-2,http://39.130.206.132:6410/gitv_live/G_CCTV-2/G_CCTV-2.m3u8
CCTV-3,http://39.130.206.132:6410/gitv_live/CCTV-3/CCTV-3.m3u8
CCTV-4 HD,http://39.130.206.132:6410/gitv_live/G_CCTV-4-HD/G_CCTV-4-HD.m3u8
CCTV-4,http://39.130.206.132:6410/gitv_live/CCTV-4/CCTV-4.m3u8
CCTV-5,http://39.130.206.132:6410/gitv_live/CCTV-5/CCTV-5.m3u8
CCTV-5+HD,http://39.130.206.132:6410/gitv_live/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV-6,http://39.130.206.132:6410/gitv_live/CCTV-6/CCTV-6.m3u8
CCTV-7 HD,http://39.130.206.132:6410/gitv_live/G_CCTV-7-HD/G_CCTV-7-HD.m3u8
CCTV-7,http://39.130.206.132:6410/gitv_live/CCTV-7/CCTV-7.m3u8
CCTV-8,http://39.130.206.132:6410/gitv_live/G_CCTV-8/G_CCTV-8.m3u8
CCTV-9 HD,http://39.130.206.132:6410/gitv_live/G_CCTV-9-HD/G_CCTV-9-HD.m3u8
CCTV-10 HD,http://39.130.206.132:6410/gitv_live/G_CCTV-10-HD/G_CCTV-10-HD.m3u8
CCTV-10,http://39.130.206.132:6410/gitv_live/CCTV-10/CCTV-10.m3u8
CCTV-11,http://39.130.206.132:6410/gitv_live/CCTV-11/CCTV-11.m3u8
CCTV-12 HD,http://39.130.206.132:6410/gitv_live/G_CCTV-12-HD/G_CCTV-12-HD.m3u8
CCTV-12,http://39.130.206.132:6410/gitv_live/CCTV-12/CCTV-12.m3u8
CCTV-13,http://39.130.206.132:6410/gitv_live/CCTV-13/CCTV-13.m3u8
CCTV-14 HD,http://39.130.206.132:6410/gitv_live/G_CCTV-14-HD/G_CCTV-14-HD.m3u8
CCTV-14,http://39.130.206.132:6410/gitv_live/G_CCTV-14/G_CCTV-14.m3u8
CCTV-15,http://39.130.206.132:6410/gitv_live/G_CCTV-15/G_CCTV-15.m3u8
CCTV-17 HD,http://39.130.206.132:6410/gitv_live/G_CCTV-17-HD/G_CCTV-17-HD.m3u8
CCTV-17,http://39.130.206.132:6410/gitv_live/G_CCTV-17/G_CCTV-17.m3u8
湖南卫视HD,http://39.130.206.132:6410/gitv_live/HNWS-HD/HNWS-HD.m3u8
浙江卫视HD,http://39.130.206.132:6410/gitv_live/ZJWS-HD/ZJWS-HD.m3u8
江苏卫视HD,http://39.130.206.132:6410/gitv_live/G_JIANGSU-HD/G_JIANGSU-HD.m3u8
东方卫视HD,http://39.130.206.132:6410/gitv_live/DFWS-HD/DFWS-HD.m3u8
北京卫视HD,http://39.130.206.132:6410/gitv_live/BTV-1/BTV-1.m3u8
天津卫视HD,http://39.130.206.132:6410/gitv_live/G_TIANJIN-HD/G_TIANJIN-HD.m3u8
安徽卫视HD,http://39.130.206.132:6410/gitv_live/G_ANHUI-HD/G_ANHUI-HD.m3u8
山东卫视HD,http://39.130.206.132:6410/gitv_live/G_SHANDONG-HD/G_SHANDONG-HD.m3u8
江西卫视HD,http://39.130.206.132:6410/gitv_live/G_JIANGXI-HD/G_JIANGXI-HD.m3u8
广东卫视HD,http://39.130.206.132:6410/gitv_live/GDWS-HD/GDWS-HD.m3u8
深圳卫视HD,http://39.130.206.132:6410/gitv_live/SZWS-HD/SZWS-HD.m3u8
湖北卫视HD,http://39.130.206.132:6410/gitv_live/G_HUBEI-HD/G_HUBEI-HD.m3u8
黑龙江卫视,http://39.130.206.132:6410/gitv_live/G_HEILONGJIANG-HD/G_HEILONGJIANG-HD.m3u8
辽宁卫视HD,http://39.130.206.132:6410/gitv_live/G_LIAONING-HD/G_LIAONING-HD.m3u8
东南卫视HD,http://39.130.206.132:6410/gitv_live/G_DONGNAN-HD/G_DONGNAN-HD.m3u8
云南卫视HD,http://39.130.206.132:6410/gitv_live/G_YUNNAN-HD/G_YUNNAN-HD.m3u8
四川卫视HD,http://39.130.206.132:6410/gitv_live/G_SICHUAN-HD/G_SICHUAN-HD.m3u8
贵州卫视HD,http://39.130.206.132:6410/gitv_live/G_GUIZHOU-HD/G_GUIZHOU-HD.m3u8
重庆卫视HD,http://39.130.206.132:6410/gitv_live/G_CHONGQING-HD/G_CHONGQING-HD.m3u8
云南娱乐HD,http://39.130.206.132:6410/gitv_live/G_YNTV-3-HD/G_YNTV-3-HD.m3u8
云南生活资讯HD,http://39.130.206.132:6410/gitv_live/G_YNTV-4-HD/G_YNTV-4-HD.m3u8
云南影视HD,http://39.130.206.132:6410/gitv_live/G_YNTV-5-HD/G_YNTV-5-HD.m3u8
云南公共HD,http://39.130.206.132:6410/gitv_live/G_YNTV-6-HD/G_YNTV-6-HD.m3u8
金鹰纪实HD,http://39.130.206.132:6410/gitv_live/G_JINYINGJS-HD/G_JINYINGJS-HD.m3u8
上海纪实HD,http://39.130.206.132:6410/gitv_live/G_SHANGHAIJS-HD/G_SHANGHAIJS-HD.m3u8
北京纪实HD,http://39.130.206.132:6410/gitv_live/G_BEIJINGJS-HD/G_BEIJINGJS-HD.m3u8
CETV-1 HD,http://39.130.206.132:6410/gitv_live/G_CETV-1-HD/G_CETV-1-HD.m3u8
昭通-1,http://39.130.206.132:6410/gitv_live/G_ZHAOTONG-1/G_ZHAOTONG-1.m3u8
昭通-2,http://39.130.206.132:6410/gitv_live/G_ZHAOTONG-2/G_ZHAOTONG-2.m3u8
昭通-3,http://39.130.206.132:6410/gitv_live/G_ZHAOTONG-3/G_ZHAOTONG-3.m3u8
CGTN,http://39.130.206.132:6410/gitv_live/G_CCTV-NEWS/G_CCTV-NEWS.m3u8
湖南卫视,http://39.130.206.132:6410/gitv_live/G_HUNAN/G_HUNAN.m3u8
江苏卫视,http://39.130.206.132:6410/gitv_live/JSWS-HD/JSWS-HD.m3u8
东方卫视,http://39.130.206.132:6410/gitv_live/G_DONGFANG/G_DONGFANG.m3u8
浙江卫视,http://39.130.206.132:6410/gitv_live/G_ZHEJIANG/G_ZHEJIANG.m3u8
北京卫视,http://39.130.206.132:6410/gitv_live/G_BEIJING/G_BEIJING.m3u8
广东卫视,http://39.130.206.132:6410/gitv_live/G_GUANGDONG/G_GUANGDONG.m3u8
黑龙江卫视,http://39.130.206.132:6410/gitv_live/G_HEILONGJIANG/G_HEILONGJIANG.m3u8
深圳卫视,http://39.130.206.132:6410/gitv_live/G_SHENZHEN/G_SHENZHEN.m3u8
安徽卫视,http://39.130.206.132:6410/gitv_live/AHWS/AHWS.m3u8
辽宁卫视,http://39.130.206.132:6410/gitv_live/LNWS/LNWS.m3u8
山东卫视,http://39.130.206.132:6410/gitv_live/SDWS/SDWS.m3u8
湖北卫视,http://39.130.206.132:6410/gitv_live/G_HUBEI/G_HUBEI.m3u8
广西卫视,http://39.130.206.132:6410/gitv_live/GXWS/GXWS.m3u8
海南卫视,http://39.130.206.132:6410/gitv_live/LYWS/LYWS.m3u8
重庆卫视,http://39.130.206.132:6410/gitv_live/G_CHONGQING/G_CHONGQING.m3u8
四川卫视,http://39.130.206.132:6410/gitv_live/SCWS/SCWS.m3u8
河南卫视,http://39.130.206.132:6410/gitv_live/HENAN/HENAN.m3u8
东南卫视,http://39.130.206.132:6410/gitv_live/DNWS/DNWS.m3u8
天津卫视,http://39.130.206.132:6410/gitv_live/TJWS/TJWS.m3u8
江西卫视,http://39.130.206.132:6410/gitv_live/JXWS/JXWS.m3u8
吉林卫视,http://39.130.206.132:6410/gitv_live/G_JILIN/G_JILIN.m3u8
山西卫视,http://39.130.206.132:6410/gitv_live/SXWS/SXWS.m3u8
贵州卫视,http://39.130.206.132:6410/gitv_live/G_GUIZHOU/G_GUIZHOU.m3u8
青海卫视,http://39.130.206.132:6410/gitv_live/G_QINGHAI/G_QINGHAI.m3u8
内蒙古卫视,http://39.130.206.132:6410/gitv_live/G_NEIMENGGU/G_NEIMENGGU.m3u8
云南卫视,http://39.130.206.132:6410/gitv_live/G_YUNNAN/G_YUNNAN.m3u8
河北卫视,http://39.130.206.132:6410/gitv_live/G_HEBEI/G_HEBEI.m3u8
宁夏卫视,http://39.130.206.132:6410/gitv_live/G_NINGXIA/G_NINGXIA.m3u8
新疆卫视,http://39.130.206.132:6410/gitv_live/G_XINJIANG/G_XINJIANG.m3u8
甘肃卫视,http://39.130.206.132:6410/gitv_live/G_GANSU/G_GANSU.m3u8
西藏卫视,http://39.130.206.132:6410/gitv_live/G_XIZANG/G_XIZANG.m3u8
优漫卡通,http://39.130.206.132:6410/gitv_live/G_YOUMAN/G_YOUMAN.m3u8
兵团卫视,http://39.130.206.132:6410/gitv_live/G_BINGTUAN/G_BINGTUAN.m3u8
陕西卫视,http://39.130.206.132:6410/gitv_live/G_SHANXI/G_SHANXI.m3u8
南方卫视,http://39.130.206.132:6410/gitv_live/G_NANFANG/G_NANFANG.m3u8
东南卫视,http://39.130.206.132:6410/gitv_live/DNWS/DNWS.m3u8
延边卫视,http://39.130.206.132:6410/gitv_live/G_YANBIAN/G_YANBIAN.m3u8
嘉佳卡通,http://39.130.206.132:6410/gitv_live/G_JIAJIA/G_JIAJIA.m3u8
山东教育电视台,http://39.130.206.132:6410/gitv_live/G_SDETV/G_SDETV.m3u8
卡酷少儿,http://39.130.206.132:6410/gitv_live/G_KAKU/G_KAKU.m3u8
金鹰卡通,http://39.130.206.132:6410/gitv_live/G_JINYING/G_JINYING.m3u8
炫动卡通,http://39.130.206.132:6410/gitv_live/G_XUANDONG/G_XUANDONG.m3u8
CETV-1,http://39.130.206.132:6410/gitv_live/G_CETV-1/G_CETV-1.m3u8
农林卫视,http://39.130.206.132:6410/gitv_live/G_NONGLIN/G_NONGLIN.m3u8
康巴卫视,http://39.130.206.132:6410/gitv_live/G_KANGBA/G_KANGBA.m3u8
云南都市,http://39.130.206.132:6410/gitv_live/G_YNTV-2/G_YNTV-2.m3u8
云南娱乐,http://39.130.206.132:6410/gitv_live/G_YNTV-3/G_YNTV-3.m3u8
云南生活资讯,http://39.130.206.132:6410/gitv_live/G_YNTV-4/G_YNTV-4.m3u8
云南影视,http://39.130.206.132:6410/gitv_live/G_YNTV-5/G_YNTV-5.m3u8
云南公共,http://39.130.206.132:6410/gitv_live/G_YNTV-6/G_YNTV-6.m3u8
云南少儿,http://39.130.206.132:6410/gitv_live/G_YNTVSE/G_YNTVSE.m3u8
云南国际,http://39.130.206.132:6410/gitv_live/G_YNTVGJ/G_YNTVGJ.m3u8
云南移动电视,http://39.130.206.132:6410/gitv_live/G_QICAIGONGJIAO/G_QICAIGONGJIAO.m3u8

浙江移动,#genre#
CCTV-15,http://112.17.40.204/PLTV/88888888/224/3221226112/1.m3u8
CCTV-7FD,http://112.17.40.204/PLTV/88888888/224/3221226122/1.m3u8
CCTV-2FD,http://112.17.40.204/PLTV/88888888/224/3221226138/1.m3u8
江苏卫视FD,http://112.17.40.204/PLTV/88888888/224/3221226140/1.m3u8
东方卫视FD,http://112.17.40.204/PLTV/88888888/224/3221226142/1.m3u8
CCTV-1FD,http://112.17.40.204/PLTV/88888888/224/3221226154/1.m3u8
CCTV-9FD,http://112.17.40.204/PLTV/88888888/224/3221226156/1.m3u8
西藏卫视,http://112.17.40.204/PLTV/88888888/224/3221226160/1.m3u8
湖南卫视FD,http://112.17.40.204/PLTV/88888888/224/3221226162/1.m3u8
CCTV-5+HD,http://112.17.40.204/PLTV/88888888/224/3221226166/1.m3u8
CCTV-4,http://112.17.40.204/PLTV/88888888/224/3221226171/1.m3u8
2182号[1280*720],http://112.17.40.204/PLTV/88888888/224/3221226181/1.m3u8
CCTV-13,http://112.17.40.204/PLTV/88888888/224/3221226193/1.m3u8
CCTV-5HD,http://112.17.40.204/PLTV/88888888/224/3221226328/1.m3u8
CCTV-6HD,http://112.17.40.204/PLTV/88888888/224/3221226433/1.m3u8
湖北卫视HD,http://112.17.40.204/PLTV/88888888/224/3221226494/1.m3u8
CCTV-10,http://112.17.40.204/PLTV/88888888/224/3221226498/1.m3u8
四海钓鱼,http://112.17.40.204/PLTV/88888888/224/3221226533/1.m3u8
北京卫视HD,http://112.17.40.204/PLTV/88888888/224/3221226583/1.m3u8
CCTV-1HD,http://112.17.40.204/PLTV/88888888/224/3221226589/1.m3u8
CCTV-1,http://112.17.40.204/PLTV/88888888/224/3221226595/1.m3u8
2607号[1920*1080],http://112.17.40.204/PLTV/88888888/224/3221226606/1.m3u8
NewTV家庭剧场,http://112.17.40.204/PLTV/88888888/224/3221226642/1.m3u8
2684号[1920*1080],http://112.17.40.204/PLTV/88888888/224/3221226683/1.m3u8
浙江天目,http://112.17.40.204/PLTV/88888888/224/3221226782/1.m3u8

地方频道,#genre#
浙江 Ⅰ 柯桥综合台,http://live.scbtv.cn/hls/news/index.m3u8
浙江 Ⅰ 柯桥时尚台,http://live.scbtv.cn/hls/qfc/index.m3u8
安徽 Ⅰ 六安综合台,http://live.china-latv.com/channel1/sd/live.m3u8
安徽 Ⅰ 六安公共台,http://live.china-latv.com/channel2/sd/live.m3u8
安徽 Ⅰ 淮北公共台,http://live.0561rtv.cn/ggpd/hd/live.m3u8
安徽 Ⅰ 淮北综合台,http://live.0561rtv.cn/xwzh/hd/live.m3u8
江苏 Ⅰ 无锡综合台,http://live-wx.wifiwx.com/wxtv1/sd/live.m3u8
江苏 Ⅰ 无锡都市台,http://live-wx.wifiwx.com/wxtv3/sd/live.m3u8
江苏 Ⅰ 南京综合台,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
江苏 Ⅰ 苏州综合台,http://player.200877926.top/17/js/suzhoum3u8.php?id=60
江苏 Ⅰ 苏州生活台,http://player.ioioz.com/18/tv.php?tv=jssztv&id=53
江苏 Ⅰ 扬州综合台,http://player.200877926.top/18/yangzhou.php?u=jsyztv1
云南 Ⅰ 文山综合台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
云南 Ⅰ 文山公共台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch2.flv
北京 Ⅰ 北京文艺台,http://101.89.132.136/live/tm-btv2hd-800k.m3u8
北京 Ⅰ 北京影视台,http://101.89.132.136/live/tm-btv4-800k.m3u8
北京 Ⅰ 北京新闻台,http://101.89.132.136/live/tm-btv9-800k.m3u8
上海 Ⅰ 东方影视台,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225970/3.m3u8
上海 Ⅰ 第一财经台,http://hw-stream.kksmg.com/live/dycj93ba5ac7.m3u8#http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8
广东 Ⅰ 番禺综合台,http://live.pybtv.cn/channel1/sd/live.m3u8?_upt=16fb00e01563813775
湖南 Ⅰ 湘潭综合台,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湖南 Ⅰ 常德综合台,http://zhibo.changdejia.com/cdtv/xwzh.m3u8
湖南 Ⅰ 常德公共台,http://zhibo.changdejia.com/cdtv/ggpd.m3u8
湖北 Ⅰ 荆门综合台,http://jingmen.live.cjyun.org/video/s10101-jmnews.m3u8#http://live.jmtv.com.cn/xwzh/sd/live.m3u8
湖北 Ⅰ 荆门公共台,http://live.jmtv.com.cn/ngpd/sd/live.m3u8#http://jingmen.live.cjyun.org/video/s10101-jmggpd.m3u8
山西 Ⅰ 大同综合台,http://hwzbout.yunshicloud.com/p2984z/k8kl9m.m3u8
山西 Ⅰ 大同公共台,https://hwapi.yunshicloud.com/p2984z/239g8l.m3u8
山西 Ⅰ 大同生活台,https://hwapi.yunshicloud.com/p2984z/lnbwyz.m3u8
四川 Ⅰ 四川公共台,http://scgctvshow.sctv.com/hdlive/sctv9/1.m3u8
四川 Ⅰ 巴中综合台,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.flv
四川 Ⅰ 巴中公共台,https://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
四川 Ⅰ 雅安综合台,http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv
四川 Ⅰ 雅安公共台,http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
广东 Ⅰ 韶关综合台,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
广东 Ⅰ 韶关公共台,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
四川 Ⅰ 乐山综合台,http://flv.channellive.leshantv.net/live/ch1.flv
四川 Ⅰ 乐山公共台,http://flv.channellive.leshantv.net/live/ch2.flv
四川 Ⅰ 西昌综合台,http://stream.xctv.news:8084/1a6c203cd4644dd9a27a4b07a1159e14/h264_500k_ts/index.m3u8?type=flv2hls_m3u8#http://stream.xctv.news:8084/live/1a6c203cd4644dd9a27a4b07a1159e14?fmt=h264_500k_flv
四川 Ⅰ 达州综合台,http://tv.drs.dzxw.net/channellive/dzrtv-hd1.flv#http://m3u8.channellive.dzxw.net/cms/videos/nmip-media/channellive/channel35/playlist.m3u8
四川 Ⅰ 达州公共台,http://tv.drs.dzxw.net/channellive/dzrtv-hd2.flv#http://m3u8.channellive.dzxw.net/cms/videos/nmip-media/channellive/channel36/playlist.m3u8
四川 Ⅰ 遂宁综合台,http://snlive.scsntv.com:8091/live/xwzh.m3u8
四川 Ⅰ 遂宁公共台,http://snlive.scsntv.com:8091/live/gggy.m3u8
四川 Ⅰ 攀枝花综合,http://zb.pzhgd.com:9091/live/xwzh.m3u8
四川 Ⅰ 泸州综合台,http://tvdrs.weblz.com.cn:8100/channellive/lztv1.flv#http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel3/playlist.m3u8
四川 Ⅰ 泸州公共台,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel4/playlist.m3u8#http://tvdrs.weblz.com.cn:8100/channellive/lztv2.flv
四川 Ⅰ 泸州科技台,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel5/playlist.m3u8
安徽 Ⅰ 郎溪综合台,http://117.70.93.210:1935/live/xinwen/playlist.m3u8
安徽 Ⅰ 郎溪影视台,http://117.70.93.210:1935/live/yingshi/playlist.m3u8
山东 Ⅰ 济南综合台,http://ts1.ijntv.cn/xwhd/playlist.m3u8
山东 Ⅰ 济宁综合台,http://lives.jnnews.tv/video/s10001-jntv/index.m3u8
安徽 Ⅰ 黄山综合台,http://ks-hls.juyun.tv/live/hs_stream1/index.m3u8
江苏 Ⅰ 靖江电视台,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
江苏 Ⅰ 睢宁综合台,http://tv.jrsncn.com:9001/hls/live/live1/stream.m3u8
上海 Ⅰ 浦东综合台,http://pdlive.lyuncloud.com/pdlive/pdtv/index.m3u8
重庆 Ⅰ 万州综合台,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8#http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
重庆 Ⅰ 万州影视台,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
重庆 Ⅰ 渝北综合台,http://yubeilive.cbg.cn/ch1-3.m3u8
重庆 Ⅰ 渝北都市台,http://yubeilive.cbg.cn/ch0-3.m3u8
宁夏 Ⅰ 中宁综合台,http://juyunlive.juyun.tv/live/15470167.m3u8
宁夏 Ⅰ 银川生活台,http://stream.ycgbtv.com.cn/ycxw/sd/live.m3u8
广东 Ⅰ 佛山综合台,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_zhpd.m3u8
广东 Ⅰ 佛山影视台,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_yspd.m3u8
广东 Ⅰ 佛山公共台,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ggpd.m3u8
广东 Ⅰ 佛山顺德台,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sdpd.m3u8
山东 Ⅰ 威海综合台,http://l2.weihai.tv:8081/hls/czv7gqQ091.m3u8
